"","name","nclients","nthreads","cc","rate","scale","mix","workload","alpha","phasing","cc_ph","timeout_scaling","throughput","op_timeouts","avg_latency_ms"
"1","v0.27.5-sampa","2",4,"r/w locks",50,"16","geom_repost","repost-heavy","-1","off","r/w locks",1000,1431.5598876986,0,3.14531504301325
"2","v0.27.5-sampa","2",4,"boosting",50,"16","geom_repost","repost-heavy","-1","off","boosting",1000,1631.92211712417,0,2.48882219636185
"3","v0.27.5-sampa","2",4,"r/w locks",50,"16","geom_repost","repost-heavy","-1","on","r/w locks
 + phasing",1000,1263.52449500813,39,3.83388460124954
"4","v0.27.5-sampa","2",4,"boosting",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + phasing",1000,1659.93332156524,11,2.35506330383836
"5","v0.27.5-sampa","2",4,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","off","boosting
 + combining",1000,1556.16808682631,0,2.65762581963723
"6","v0.27.5-sampa","2",4,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + combining
 + phasing",1000,1544.01927569705,27,2.72516434960664
"7","v0.27.5-sampa","2",8,"r/w locks",50,"16","geom_repost","repost-heavy","-1","off","r/w locks",1000,2310.20653933096,0,4.64097690225217
"8","v0.27.5-sampa","2",8,"boosting",50,"16","geom_repost","repost-heavy","-1","off","boosting",1000,2764.41612085515,0,3.53914343821031
"9","v0.27.5-sampa","2",8,"r/w locks",50,"16","geom_repost","repost-heavy","-1","on","r/w locks
 + phasing",1000,1904.62725320568,14,6.12593226555814
"10","v0.27.5-sampa","2",8,"boosting",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + phasing",1000,2842.79967498302,17,3.43096278421404
"11","v0.27.5-sampa","2",8,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","off","boosting
 + combining",1000,2921.61484628552,0,3.24530837205065
"12","v0.27.5-sampa","2",8,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + combining
 + phasing",1000,2919.7493174774,16,3.28528774928775
"13","v0.27.5-sampa","2",16,"r/w locks",50,"16","geom_repost","repost-heavy","-1","off","r/w locks",1000,2047.31725559259,0,13.3416482932874
"14","v0.27.5-sampa","2",16,"boosting",50,"16","geom_repost","repost-heavy","-1","off","boosting",1000,3825.40171592241,0,6.37241649691897
"15","v0.27.5-sampa","2",16,"r/w locks",50,"16","geom_repost","repost-heavy","-1","on","r/w locks
 + phasing",1000,1989.43551191403,39,13.9280862964443
"16","v0.27.5-sampa","2",16,"boosting",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + phasing",1000,4322.2177126927,0,5.51415816817395
"17","v0.27.5-sampa","2",16,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","off","boosting
 + combining",1000,3829.8297032865,0,6.45313667239972
"18","v0.27.5-sampa","2",16,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + combining
 + phasing",1000,4653.18514971334,3,5.00917634447025
"19","v0.27.5-sampa","2",32,"r/w locks",50,"16","geom_repost","repost-heavy","-1","off","r/w locks",1000,3341.76659696203,0,16.9088123520166
"20","v0.27.5-sampa","2",32,"boosting",50,"16","geom_repost","repost-heavy","-1","off","boosting",1000,3521.50626181708,0,16.5199985033861
"21","v0.27.5-sampa","2",32,"r/w locks",50,"16","geom_repost","repost-heavy","-1","on","r/w locks
 + phasing",1000,1870.38905559996,128,31.6598942095492
"22","v0.27.5-sampa","2",32,"boosting",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + phasing",1000,5971.39613924219,0,9.15358149307157
"23","v0.27.5-sampa","2",32,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","off","boosting
 + combining",1000,3617.28173296343,0,16.2518622059554
"24","v0.27.5-sampa","2",32,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + combining
 + phasing",1000,6299.49331663663,0,8.57938601782258
"25","v0.27.5-sampa","2",64,"r/w locks",50,"16","geom_repost","repost-heavy","-1","off","r/w locks",1000,1323.54031982431,0,63.7757411925013
"26","v0.27.5-sampa","2",64,"boosting",50,"16","geom_repost","repost-heavy","-1","off","boosting",1000,3314.52217853286,0,37.184496926046
"27","v0.27.5-sampa","2",64,"r/w locks",50,"16","geom_repost","repost-heavy","-1","on","r/w locks
 + phasing",1000,2156.67971543583,270,56.6463727830317
"28","v0.27.5-sampa","2",64,"boosting",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + phasing",1000,7386.29340591782,2,15.8804255207006
"29","v0.27.5-sampa","2",64,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","off","boosting
 + combining",1000,3758.84132747833,0,32.5931664784516
"30","v0.27.5-sampa","2",64,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + combining
 + phasing",1000,7361.28210674573,16,15.9055539108034
"31","v0.27.5-sampa","2",4,"r/w locks",50,"16","geom_repost","repost-heavy","-1","off","r/w locks",1000,1316.23738038218,0,3.64402662145406
"32","v0.27.5-sampa","2",4,"boosting",50,"16","geom_repost","repost-heavy","-1","off","boosting",1000,1629.43198112925,0,2.50557415877164
"33","v0.27.5-sampa","2",4,"r/w locks",50,"16","geom_repost","repost-heavy","-1","on","r/w locks
 + phasing",1000,1263.40739956037,22,3.83298396394508
"34","v0.27.5-sampa","2",4,"boosting",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + phasing",1000,1620.53229406082,32,2.45769784172662
"35","v0.27.5-sampa","2",4,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","off","boosting
 + combining",1000,1628.18142022294,0,2.47892046616234
"36","v0.27.5-sampa","2",4,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + combining
 + phasing",1000,1597.18508374276,12,2.55152918596403
"37","v0.27.5-sampa","2",8,"r/w locks",50,"16","geom_repost","repost-heavy","-1","off","r/w locks",1000,2360.53408760035,0,4.53133061730832
"38","v0.27.5-sampa","2",8,"boosting",50,"16","geom_repost","repost-heavy","-1","off","boosting",1000,2615.43859881425,0,3.91360477920237
"39","v0.27.5-sampa","2",8,"r/w locks",50,"16","geom_repost","repost-heavy","-1","on","r/w locks
 + phasing",1000,1890.32956327006,8,6.19297813582874
"40","v0.27.5-sampa","2",8,"boosting",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + phasing",1000,2673.89713286473,1,3.7283537854851
"41","v0.27.5-sampa","2",8,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","off","boosting
 + combining",1000,2833.46021032151,0,3.50575550564968
"42","v0.27.5-sampa","2",8,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + combining
 + phasing",1000,2759.71522544652,18,3.60989415498992
"43","v0.27.5-sampa","2",16,"r/w locks",50,"16","geom_repost","repost-heavy","-1","off","r/w locks",1000,2013.76045937173,0,13.1086153747351
"44","v0.27.5-sampa","2",16,"boosting",50,"16","geom_repost","repost-heavy","-1","off","boosting",1000,4092.55776129158,0,5.98069811857451
"45","v0.27.5-sampa","2",16,"r/w locks",50,"16","geom_repost","repost-heavy","-1","on","r/w locks
 + phasing",1000,2063.83831481567,64,13.2515679220655
"46","v0.27.5-sampa","2",16,"boosting",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + phasing",1000,4391.69797580231,4,5.34434051149083
"47","v0.27.5-sampa","2",16,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","off","boosting
 + combining",1000,3832.64570423847,0,6.23368804256511
"48","v0.27.5-sampa","2",16,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + combining
 + phasing",1000,4294.89184970362,1,5.55350343020119
"49","v0.27.5-sampa","2",32,"r/w locks",50,"16","geom_repost","repost-heavy","-1","off","r/w locks",1000,1157.99042596451,0,42.8876294809914
"50","v0.27.5-sampa","2",32,"boosting",50,"16","geom_repost","repost-heavy","-1","off","boosting",1000,3500.03022337525,0,16.5633868558626
"51","v0.27.5-sampa","2",32,"r/w locks",50,"16","geom_repost","repost-heavy","-1","on","r/w locks
 + phasing",1000,2042.42947648777,73,29.0534521158129
"52","v0.27.5-sampa","2",32,"boosting",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + phasing",1000,6257.6831797943,12,8.69110809146691
"53","v0.27.5-sampa","2",32,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","off","boosting
 + combining",1000,4258.80610044841,0,13.4896108333075
"54","v0.27.5-sampa","2",32,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + combining
 + phasing",1000,6323.60422645447,0,8.54734486119635
"55","v0.27.5-sampa","2",64,"r/w locks",50,"16","geom_repost","repost-heavy","-1","off","r/w locks",1000,1313.08335025758,0,64.4655266310859
"56","v0.27.5-sampa","2",64,"boosting",50,"16","geom_repost","repost-heavy","-1","off","boosting",1000,2912.75314072841,0,42.6438540993458
"57","v0.27.5-sampa","2",64,"r/w locks",50,"16","geom_repost","repost-heavy","-1","on","r/w locks
 + phasing",1000,2115.9847266102,173,57.3164178193032
"58","v0.27.5-sampa","2",64,"boosting",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + phasing",1000,7115.64023039433,3,16.6904776234104
"59","v0.27.5-sampa","2",64,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","off","boosting
 + combining",1000,3142.61749065531,1,39.452609975538
"60","v0.27.5-sampa","2",64,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + combining
 + phasing",1000,7966.36442923201,14,14.6864336057243
"61","v0.27.5-sampa","2",4,"r/w locks",50,"16","geom_repost","repost-heavy","-1","off","r/w locks",1000,1446.23096330466,0,3.02989268112938
"62","v0.27.5-sampa","2",4,"boosting",50,"16","geom_repost","repost-heavy","-1","off","boosting",1000,1595.04868845222,0,2.61233314532807
"63","v0.27.5-sampa","2",4,"r/w locks",50,"16","geom_repost","repost-heavy","-1","on","r/w locks
 + phasing",1000,1269.47981457819,17,3.79845426773545
"64","v0.27.5-sampa","2",4,"boosting",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + phasing",1000,1610.69661027354,22,2.5182011083414
"65","v0.27.5-sampa","2",4,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","off","boosting
 + combining",1000,1521.99651306269,0,2.8119693654267
"66","v0.27.5-sampa","2",4,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + combining
 + phasing",1000,1613.51431434631,8,2.49352096401453
"67","v0.27.5-sampa","2",8,"r/w locks",50,"16","geom_repost","repost-heavy","-1","off","r/w locks",1000,2284.17421588893,0,4.73509471295138
"68","v0.27.5-sampa","2",8,"boosting",50,"16","geom_repost","repost-heavy","-1","off","boosting",1000,2758.85362505719,0,3.59812802296549
"69","v0.27.5-sampa","2",8,"r/w locks",50,"16","geom_repost","repost-heavy","-1","on","r/w locks
 + phasing",1000,2055.65099276897,3,5.51169306513782
"70","v0.27.5-sampa","2",8,"boosting",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + phasing",1000,3081.84147472176,7,3.02931978951001
"71","v0.27.5-sampa","2",8,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","off","boosting
 + combining",1000,2808.19480791548,0,3.47544108940201
"72","v0.27.5-sampa","2",8,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + combining
 + phasing",1000,2743.59008519908,0,3.57312468891506
"73","v0.27.5-sampa","2",16,"r/w locks",50,"16","geom_repost","repost-heavy","-1","off","r/w locks",1000,1859.69897731591,0,14.8363035482667
"74","v0.27.5-sampa","2",16,"boosting",50,"16","geom_repost","repost-heavy","-1","off","boosting",1000,4255.51677128433,0,5.67431763242508
"75","v0.27.5-sampa","2",16,"r/w locks",50,"16","geom_repost","repost-heavy","-1","on","r/w locks
 + phasing",1000,2206.14173489894,26,12.3610973094238
"76","v0.27.5-sampa","2",16,"boosting",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + phasing",1000,4275.54820842293,3,5.54475646199821
"77","v0.27.5-sampa","2",16,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","off","boosting
 + combining",1000,4330.45662789945,0,5.56341147529677
"78","v0.27.5-sampa","2",16,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + combining
 + phasing",1000,4314.28205814265,1,5.50592830563709
"79","v0.27.5-sampa","2",32,"r/w locks",50,"16","geom_repost","repost-heavy","-1","off","r/w locks",1000,1265.35706181724,0,42.7126937363904
"80","v0.27.5-sampa","2",32,"boosting",50,"16","geom_repost","repost-heavy","-1","off","boosting",1000,3909.5731479306,0,14.7877572094834
"81","v0.27.5-sampa","2",32,"r/w locks",50,"16","geom_repost","repost-heavy","-1","on","r/w locks
 + phasing",1000,2056.85512037993,126,28.7417481905671
"82","v0.27.5-sampa","2",32,"boosting",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + phasing",1000,6726.5403550649,2,7.98463252109455
"83","v0.27.5-sampa","2",32,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","off","boosting
 + combining",1000,3791.01280928744,0,15.263750753137
"84","v0.27.5-sampa","2",32,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + combining
 + phasing",1000,6470.91377859079,0,8.31562235935779
"85","v0.27.5-sampa","2",64,"r/w locks",50,"16","geom_repost","repost-heavy","-1","off","r/w locks",1000,487.984996520085,0,7.90582471420795
"86","v0.27.5-sampa","2",64,"boosting",50,"16","geom_repost","repost-heavy","-1","off","boosting",1000,3122.52096658519,0,39.3289793027301
"87","v0.27.5-sampa","2",64,"r/w locks",50,"16","geom_repost","repost-heavy","-1","on","r/w locks
 + phasing",1000,1983.74510372958,170,61.4498399663768
"88","v0.27.5-sampa","2",64,"boosting",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + phasing",1000,7292.45823396856,0,16.1886928339935
"89","v0.27.5-sampa","2",64,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","off","boosting
 + combining",1000,3411.00496098325,0,36.0426291170372
"90","v0.27.5-sampa","2",64,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + combining
 + phasing",1000,7882.50072278106,4,14.9677277920413
"91","v0.27.5-sampa","2",32,"boosting",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + phasing",1000,5855.57331136191,1,9.42474085253417
"92","v0.27.5-sampa","2",32,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + combining
 + phasing",1000,6299.3052712194,0,8.62114154890661
"93","v0.27.5-sampa","2",64,"boosting",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + phasing",1000,7353.20533572395,3,16.1830020500131
"94","v0.27.5-sampa","2",64,"boosting
 + combining",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + combining
 + phasing",1000,8258.9516524598,4,14.3228102841504
"95","v0.27.5-sampa","2",96,"boosting",50,"16","geom_repost","repost-heavy","-1","on","boosting
 + phasing",1000,8510.38438715633,15,21.4817512027704
