"","name","nclients","nthreads","cc","phasing","rate","facet","zipf","commute_ratio","timeout_scaling","throughput","op_timeouts"
"156","v0.27.5-sampa",4,16,"r/w locks","off",100,"50% update
zipf: 1.2",1.2,"0.5",1000,593.021944862621,0
"157","v0.27.5-sampa",4,64,"r/w locks","off",100,"50% update
zipf: 1.2",1.2,"0.5",1000,356.882168925965,3
"158","v0.27.5-sampa",4,96,"r/w locks","off",100,"50% update
zipf: 1.2",1.2,"0.5",1000,293.382767792375,23
"159","v0.27.5-sampa",4,16,"boosting","off",100,"50% update
zipf: 0.2",0.2,"0.5",1000,6343.30719150141,0
"160","v0.27.5-sampa",4,64,"boosting","off",100,"50% update
zipf: 0.2",0.2,"0.5",1000,8666.66002503894,0
"161","v0.27.5-sampa",4,96,"boosting","off",100,"50% update
zipf: 0.2",0.2,"0.5",1000,8074.00976812305,12
"162","v0.27.5-sampa",4,16,"boosting","off",100,"50% update
zipf: 0.4",0.4,"0.5",1000,6342.87008178161,0
"163","v0.27.5-sampa",4,64,"boosting","off",100,"50% update
zipf: 0.4",0.4,"0.5",1000,7721.32524560338,0
"164","v0.27.5-sampa",4,96,"boosting","off",100,"50% update
zipf: 0.4",0.4,"0.5",1000,6949.71513500124,13
"165","v0.27.5-sampa",4,16,"boosting","off",100,"50% update
zipf: 0.8",0.8,"0.5",1000,6083.86695037445,0
"166","v0.27.5-sampa",4,64,"boosting","off",100,"50% update
zipf: 0.8",0.8,"0.5",1000,3982.45312231206,0
"167","v0.27.5-sampa",4,96,"boosting","off",100,"50% update
zipf: 0.8",0.8,"0.5",1000,3399.99604636298,10
"168","v0.27.5-sampa",4,16,"boosting","off",100,"50% update
zipf: 1",1,"0.5",1000,3374.43737182731,0
"169","v0.27.5-sampa",4,64,"boosting","off",100,"50% update
zipf: 1",1,"0.5",1000,2424.0423157436,0
"170","v0.27.5-sampa",4,96,"boosting","off",100,"50% update
zipf: 1",1,"0.5",1000,1960.19561312653,33
"171","v0.27.5-sampa",4,16,"boosting","off",100,"50% update
zipf: 1.2",1.2,"0.5",1000,2419.28022020083,0
"172","v0.27.5-sampa",4,64,"boosting","off",100,"50% update
zipf: 1.2",1.2,"0.5",1000,1740.3848053907,1
"173","v0.27.5-sampa",4,96,"boosting","off",100,"50% update
zipf: 1.2",1.2,"0.5",1000,1350.99424385139,25
"174","v0.27.5-sampa",4,16,"r/w locks","on",100,"50% update
zipf: 0.2",0.2,"0.5",1000,6342.71917409042,0
"175","v0.27.5-sampa",4,64,"r/w locks","on",100,"50% update
zipf: 0.2",0.2,"0.5",1000,11368.1641269213,9
"176","v0.27.5-sampa",4,96,"r/w locks","on",100,"50% update
zipf: 0.2",0.2,"0.5",1000,11350.7662210629,46
"177","v0.27.5-sampa",4,16,"r/w locks","on",100,"50% update
zipf: 0.4",0.4,"0.5",1000,6344.67508333972,0
"178","v0.27.5-sampa",4,64,"r/w locks","on",100,"50% update
zipf: 0.4",0.4,"0.5",1000,10844.4332912889,9
"179","v0.27.5-sampa",4,96,"r/w locks","on",100,"50% update
zipf: 0.4",0.4,"0.5",1000,10881.1215406758,36
"180","v0.27.5-sampa",4,16,"r/w locks","on",100,"50% update
zipf: 0.8",0.8,"0.5",1000,2959.14396240034,3
"181","v0.27.5-sampa",4,64,"r/w locks","on",100,"50% update
zipf: 0.8",0.8,"0.5",1000,2979.24089241813,24
"182","v0.27.5-sampa",4,96,"r/w locks","on",100,"50% update
zipf: 0.8",0.8,"0.5",1000,2929.62404742296,52
"183","v0.27.5-sampa",4,16,"r/w locks","on",100,"50% update
zipf: 1",1,"0.5",1000,1420.67352417404,4
"184","v0.27.5-sampa",4,64,"r/w locks","on",100,"50% update
zipf: 1",1,"0.5",1000,1436.86035914953,45
"185","v0.27.5-sampa",4,96,"r/w locks","on",100,"50% update
zipf: 1",1,"0.5",1000,1504.34245194028,82
"186","v0.27.5-sampa",4,16,"r/w locks","on",100,"50% update
zipf: 1.2",1.2,"0.5",1000,913.471277192773,8
"187","v0.27.5-sampa",4,64,"r/w locks","on",100,"50% update
zipf: 1.2",1.2,"0.5",1000,965.658697055383,60
"188","v0.27.5-sampa",4,96,"r/w locks","on",100,"50% update
zipf: 1.2",1.2,"0.5",1000,978.760596145911,100
"189","v0.27.5-sampa",4,16,"boosting","on",100,"50% update
zipf: 0.2",0.2,"0.5",1000,6342.01087662392,0
"190","v0.27.5-sampa",4,64,"boosting","on",100,"50% update
zipf: 0.2",0.2,"0.5",1000,11522.3795337777,3
"191","v0.27.5-sampa",4,96,"boosting","on",100,"50% update
zipf: 0.2",0.2,"0.5",1000,11724.6250418647,29
"192","v0.27.5-sampa",4,16,"boosting","on",100,"50% update
zipf: 0.4",0.4,"0.5",1000,6343.18218148878,0
"193","v0.27.5-sampa",4,64,"boosting","on",100,"50% update
zipf: 0.4",0.4,"0.5",1000,11538.6836890168,8
"194","v0.27.5-sampa",4,96,"boosting","on",100,"50% update
zipf: 0.4",0.4,"0.5",1000,11647.0646650888,33
"195","v0.27.5-sampa",4,16,"boosting","on",100,"50% update
zipf: 0.8",0.8,"0.5",1000,6345.77662029713,0
"196","v0.27.5-sampa",4,64,"boosting","on",100,"50% update
zipf: 0.8",0.8,"0.5",1000,10309.6286513517,16
"197","v0.27.5-sampa",4,96,"boosting","on",100,"50% update
zipf: 0.8",0.8,"0.5",1000,10500.0463742,56
"198","v0.27.5-sampa",4,16,"boosting","on",100,"50% update
zipf: 1",1,"0.5",1000,6208.68088507068,0
"199","v0.27.5-sampa",4,64,"boosting","on",100,"50% update
zipf: 1",1,"0.5",1000,8921.81463336918,30
"200","v0.27.5-sampa",4,96,"boosting","on",100,"50% update
zipf: 1",1,"0.5",1000,9122.09541230896,64
"201","v0.27.5-sampa",4,16,"boosting","on",100,"50% update
zipf: 1.2",1.2,"0.5",1000,5589.74239452892,0
"202","v0.27.5-sampa",4,64,"boosting","on",100,"50% update
zipf: 1.2",1.2,"0.5",1000,7479.66615984224,25
"203","v0.27.5-sampa",4,96,"boosting","on",100,"50% update
zipf: 1.2",1.2,"0.5",1000,7747.35251626927,75
"204","v0.27.5-sampa",4,16,"boosting
 + combining","off",100,"50% update
zipf: 0.2",0.2,"0.5",1000,6342.43162956746,0
"205","v0.27.5-sampa",4,64,"boosting
 + combining","off",100,"50% update
zipf: 0.2",0.2,"0.5",1000,9076.40710609331,0
"206","v0.27.5-sampa",4,96,"boosting
 + combining","off",100,"50% update
zipf: 0.2",0.2,"0.5",1000,5906.30652673523,10
"207","v0.27.5-sampa",4,16,"boosting
 + combining","off",100,"50% update
zipf: 0.4",0.4,"0.5",1000,6343.67923271613,0
"208","v0.27.5-sampa",4,64,"boosting
 + combining","off",100,"50% update
zipf: 0.4",0.4,"0.5",1000,8345.86815535656,0
"209","v0.27.5-sampa",4,96,"boosting
 + combining","off",100,"50% update
zipf: 0.4",0.4,"0.5",1000,7694.96711637426,19
"210","v0.27.5-sampa",4,16,"boosting
 + combining","off",100,"50% update
zipf: 0.8",0.8,"0.5",1000,6315.57214642739,0
"211","v0.27.5-sampa",4,64,"boosting
 + combining","off",100,"50% update
zipf: 0.8",0.8,"0.5",1000,5019.1432684194,0
"212","v0.27.5-sampa",4,96,"boosting
 + combining","off",100,"50% update
zipf: 0.8",0.8,"0.5",1000,4974.18261398976,24
"213","v0.27.5-sampa",4,16,"boosting
 + combining","off",100,"50% update
zipf: 1",1,"0.5",1000,4333.05363540709,0
"214","v0.27.5-sampa",4,64,"boosting
 + combining","off",100,"50% update
zipf: 1",1,"0.5",1000,2317.83077722334,0
"215","v0.27.5-sampa",4,96,"boosting
 + combining","off",100,"50% update
zipf: 1",1,"0.5",1000,44.3031128993878,23
"216","v0.27.5-sampa",4,16,"boosting
 + combining","off",100,"50% update
zipf: 1.2",1.2,"0.5",1000,511.690560186804,0
"217","v0.27.5-sampa",4,64,"boosting
 + combining","off",100,"50% update
zipf: 1.2",1.2,"0.5",1000,483.825303697509,3
"218","v0.27.5-sampa",4,96,"boosting
 + combining","off",100,"50% update
zipf: 1.2",1.2,"0.5",1000,911.398997461103,12
"219","v0.27.5-sampa",4,16,"boosting
 + combining","on",100,"50% update
zipf: 0.2",0.2,"0.5",1000,6342.10999580372,0
"220","v0.27.5-sampa",4,64,"boosting
 + combining","on",100,"50% update
zipf: 0.2",0.2,"0.5",1000,11898.1126183143,5
"221","v0.27.5-sampa",4,96,"boosting
 + combining","on",100,"50% update
zipf: 0.2",0.2,"0.5",1000,12151.5748161996,31
"222","v0.27.5-sampa",4,16,"boosting
 + combining","on",100,"50% update
zipf: 0.4",0.4,"0.5",1000,6343.56245045861,0
"223","v0.27.5-sampa",4,64,"boosting
 + combining","on",100,"50% update
zipf: 0.4",0.4,"0.5",1000,11887.2034641235,8
"224","v0.27.5-sampa",4,96,"boosting
 + combining","on",100,"50% update
zipf: 0.4",0.4,"0.5",1000,12254.1627708039,31
"225","v0.27.5-sampa",4,16,"boosting
 + combining","on",100,"50% update
zipf: 0.8",0.8,"0.5",1000,6344.61169575063,0
"226","v0.27.5-sampa",4,64,"boosting
 + combining","on",100,"50% update
zipf: 0.8",0.8,"0.5",1000,11749.7616603718,16
"227","v0.27.5-sampa",4,96,"boosting
 + combining","on",100,"50% update
zipf: 0.8",0.8,"0.5",1000,12069.8538797948,47
"228","v0.27.5-sampa",4,16,"boosting
 + combining","on",100,"50% update
zipf: 1",1,"0.5",1000,6333.75069931001,0
"229","v0.27.5-sampa",4,64,"boosting
 + combining","on",100,"50% update
zipf: 1",1,"0.5",1000,11546.3712154162,25
"230","v0.27.5-sampa",4,96,"boosting
 + combining","on",100,"50% update
zipf: 1",1,"0.5",1000,12122.489840026,72
"231","v0.27.5-sampa",4,16,"boosting
 + combining","on",100,"50% update
zipf: 1.2",1.2,"0.5",1000,6234.39935000067,0
"232","v0.27.5-sampa",4,64,"boosting
 + combining","on",100,"50% update
zipf: 1.2",1.2,"0.5",1000,11555.2485820925,34
"233","v0.27.5-sampa",4,96,"boosting
 + combining","on",100,"50% update
zipf: 1.2",1.2,"0.5",1000,12494.7550187759,67
"234","v0.27.5-sampa",4,4,"r/w locks","off",100,"50% update
zipf: 0.6",0.6,"0.5",1000,1584.07660501704,0
"235","v0.27.5-sampa",4,16,"r/w locks","off",100,"50% update
zipf: 0.6",0.6,"0.5",1000,4096.60113284485,0
"236","v0.27.5-sampa",4,32,"r/w locks","off",100,"50% update
zipf: 0.6",0.6,"0.5",1000,2946.22319752532,0
"237","v0.27.5-sampa",4,64,"r/w locks","off",100,"50% update
zipf: 0.6",0.6,"0.5",1000,2206.03374741404,1
"238","v0.27.5-sampa",4,96,"r/w locks","off",100,"50% update
zipf: 0.6",0.6,"0.5",1000,1746.96595077649,17
"239","v0.27.5-sampa",4,4,"boosting","off",100,"50% update
zipf: 0.6",0.6,"0.5",1000,1583.80478313309,0
"240","v0.27.5-sampa",4,16,"boosting","off",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6343.97967305047,0
"241","v0.27.5-sampa",4,32,"boosting","off",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6811.83221079367,0
"242","v0.27.5-sampa",4,64,"boosting","off",100,"50% update
zipf: 0.6",0.6,"0.5",1000,5997.72471733095,1
"243","v0.27.5-sampa",4,96,"boosting","off",100,"50% update
zipf: 0.6",0.6,"0.5",1000,5441.18228679156,11
"244","v0.27.5-sampa",4,4,"r/w locks","on",100,"50% update
zipf: 0.6",0.6,"0.5",1000,1583.05789529801,0
"245","v0.27.5-sampa",4,16,"r/w locks","on",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6283.57185192091,0
"246","v0.27.5-sampa",4,32,"r/w locks","on",100,"50% update
zipf: 0.6",0.6,"0.5",1000,7330.56128910028,1
"247","v0.27.5-sampa",4,64,"r/w locks","on",100,"50% update
zipf: 0.6",0.6,"0.5",1000,7470.27719282032,12
"248","v0.27.5-sampa",4,96,"r/w locks","on",100,"50% update
zipf: 0.6",0.6,"0.5",1000,7481.38827723603,41
"249","v0.27.5-sampa",4,4,"boosting","on",100,"50% update
zipf: 0.6",0.6,"0.5",1000,1583.65040547474,0
"250","v0.27.5-sampa",4,16,"boosting","on",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6343.57536317798,0
"251","v0.27.5-sampa",4,32,"boosting","on",100,"50% update
zipf: 0.6",0.6,"0.5",1000,10745.1640705332,0
"252","v0.27.5-sampa",4,64,"boosting","on",100,"50% update
zipf: 0.6",0.6,"0.5",1000,11281.3228099755,15
"253","v0.27.5-sampa",4,96,"boosting","on",100,"50% update
zipf: 0.6",0.6,"0.5",1000,11336.2261861746,45
"254","v0.27.5-sampa",4,4,"boosting
 + combining","off",100,"50% update
zipf: 0.6",0.6,"0.5",1000,1583.61874808428,0
"255","v0.27.5-sampa",4,16,"boosting
 + combining","off",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6344.04949815847,0
"256","v0.27.5-sampa",4,32,"boosting
 + combining","off",100,"50% update
zipf: 0.6",0.6,"0.5",1000,7621.17073203193,0
"257","v0.27.5-sampa",4,64,"boosting
 + combining","off",100,"50% update
zipf: 0.6",0.6,"0.5",1000,2474.91229144612,0
"258","v0.27.5-sampa",4,96,"boosting
 + combining","off",100,"50% update
zipf: 0.6",0.6,"0.5",1000,4400.57517064551,8
"259","v0.27.5-sampa",4,4,"boosting
 + combining","on",100,"50% update
zipf: 0.6",0.6,"0.5",1000,1582.95241014433,0
"260","v0.27.5-sampa",4,16,"boosting
 + combining","on",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6343.105877181,0
"261","v0.27.5-sampa",4,32,"boosting
 + combining","on",100,"50% update
zipf: 0.6",0.6,"0.5",1000,11107.2435216953,0
"262","v0.27.5-sampa",4,64,"boosting
 + combining","on",100,"50% update
zipf: 0.6",0.6,"0.5",1000,11939.4064166506,10
"263","v0.27.5-sampa",4,96,"boosting
 + combining","on",100,"50% update
zipf: 0.6",0.6,"0.5",1000,12222.5425958884,31
"372","v0.27.5-sampa",4,16,"r/w locks","off",100,"50% update
zipf: 0.2",0.2,"0.5",1000,6343.04077792763,0
"373","v0.27.5-sampa",4,64,"r/w locks","off",100,"50% update
zipf: 0.2",0.2,"0.5",1000,6166.69866214758,0
"374","v0.27.5-sampa",4,96,"r/w locks","off",100,"50% update
zipf: 0.2",0.2,"0.5",1000,4895.40063468823,14
"375","v0.27.5-sampa",4,16,"r/w locks","off",100,"50% update
zipf: 0.4",0.4,"0.5",1000,6345.48264194176,0
"376","v0.27.5-sampa",4,64,"r/w locks","off",100,"50% update
zipf: 0.4",0.4,"0.5",1000,3947.74598890192,0
"377","v0.27.5-sampa",4,96,"r/w locks","off",100,"50% update
zipf: 0.4",0.4,"0.5",1000,3233.5309906559,13
"378","v0.27.5-sampa",4,16,"r/w locks","off",100,"50% update
zipf: 0.8",0.8,"0.5",1000,1891.4097201689,0
"379","v0.27.5-sampa",4,64,"r/w locks","off",100,"50% update
zipf: 0.8",0.8,"0.5",1000,1064.93548860652,2
"380","v0.27.5-sampa",4,96,"r/w locks","off",100,"50% update
zipf: 0.8",0.8,"0.5",1000,899.513880829884,17
"381","v0.27.5-sampa",4,16,"r/w locks","off",100,"50% update
zipf: 1",1,"0.5",1000,993.765739103315,0
"382","v0.27.5-sampa",4,64,"r/w locks","off",100,"50% update
zipf: 1",1,"0.5",1000,542.375974347611,1
"383","v0.27.5-sampa",4,96,"r/w locks","off",100,"50% update
zipf: 1",1,"0.5",1000,491.001003293771,25
"384","v0.27.5-sampa",4,16,"r/w locks","off",100,"50% update
zipf: 1.2",1.2,"0.5",1000,612.324777592761,0
"385","v0.27.5-sampa",4,64,"r/w locks","off",100,"50% update
zipf: 1.2",1.2,"0.5",1000,353.232809868629,0
"386","v0.27.5-sampa",4,96,"r/w locks","off",100,"50% update
zipf: 1.2",1.2,"0.5",1000,287.29780241026,37
"387","v0.27.5-sampa",4,16,"boosting","off",100,"50% update
zipf: 0.2",0.2,"0.5",1000,6343.56245045861,0
"388","v0.27.5-sampa",4,64,"boosting","off",100,"50% update
zipf: 0.2",0.2,"0.5",1000,8691.40819538238,0
"389","v0.27.5-sampa",4,96,"boosting","off",100,"50% update
zipf: 0.2",0.2,"0.5",1000,7845.52064209543,20
"390","v0.27.5-sampa",4,16,"boosting","off",100,"50% update
zipf: 0.4",0.4,"0.5",1000,6344.85698395836,0
"391","v0.27.5-sampa",4,64,"boosting","off",100,"50% update
zipf: 0.4",0.4,"0.5",1000,7880.39364118092,0
"392","v0.27.5-sampa",4,96,"boosting","off",100,"50% update
zipf: 0.4",0.4,"0.5",1000,6996.10115179714,20
"393","v0.27.5-sampa",4,16,"boosting","off",100,"50% update
zipf: 0.8",0.8,"0.5",1000,6054.5234773285,0
"394","v0.27.5-sampa",4,64,"boosting","off",100,"50% update
zipf: 0.8",0.8,"0.5",1000,3889.55931508525,0
"395","v0.27.5-sampa",4,96,"boosting","off",100,"50% update
zipf: 0.8",0.8,"0.5",1000,3398.37685943917,12
"396","v0.27.5-sampa",4,16,"boosting","off",100,"50% update
zipf: 1",1,"0.5",1000,3487.13714496889,0
"397","v0.27.5-sampa",4,64,"boosting","off",100,"50% update
zipf: 1",1,"0.5",1000,2397.92287213011,1
"398","v0.27.5-sampa",4,96,"boosting","off",100,"50% update
zipf: 1",1,"0.5",1000,1962.74098786573,18
"399","v0.27.5-sampa",4,16,"boosting","off",100,"50% update
zipf: 1.2",1.2,"0.5",1000,2519.60327497837,0
"400","v0.27.5-sampa",4,64,"boosting","off",100,"50% update
zipf: 1.2",1.2,"0.5",1000,1674.92916679036,4
"401","v0.27.5-sampa",4,96,"boosting","off",100,"50% update
zipf: 1.2",1.2,"0.5",1000,1337.05610673405,27
"402","v0.27.5-sampa",4,16,"r/w locks","on",100,"50% update
zipf: 0.2",0.2,"0.5",1000,6342.89463255105,0
"403","v0.27.5-sampa",4,64,"r/w locks","on",100,"50% update
zipf: 0.2",0.2,"0.5",1000,11415.6588748359,7
"404","v0.27.5-sampa",4,96,"r/w locks","on",100,"50% update
zipf: 0.2",0.2,"0.5",1000,11378.7135570295,63
"405","v0.27.5-sampa",4,16,"r/w locks","on",100,"50% update
zipf: 0.4",0.4,"0.5",1000,6343.09941150414,0
"406","v0.27.5-sampa",4,64,"r/w locks","on",100,"50% update
zipf: 0.4",0.4,"0.5",1000,10844.4291727515,7
"407","v0.27.5-sampa",4,96,"r/w locks","on",100,"50% update
zipf: 0.4",0.4,"0.5",1000,10987.8355704698,34
"408","v0.27.5-sampa",4,16,"r/w locks","on",100,"50% update
zipf: 0.8",0.8,"0.5",1000,2909.90859134878,1
"409","v0.27.5-sampa",4,64,"r/w locks","on",100,"50% update
zipf: 0.8",0.8,"0.5",1000,2920.9658127522,23
"410","v0.27.5-sampa",4,96,"r/w locks","on",100,"50% update
zipf: 0.8",0.8,"0.5",1000,2932.34551183563,55
"411","v0.27.5-sampa",4,16,"r/w locks","on",100,"50% update
zipf: 1",1,"0.5",1000,1450.87290908789,6
"412","v0.27.5-sampa",4,64,"r/w locks","on",100,"50% update
zipf: 1",1,"0.5",1000,1449.63926193746,49
"413","v0.27.5-sampa",4,96,"r/w locks","on",100,"50% update
zipf: 1",1,"0.5",1000,1470.69227948216,87
"414","v0.27.5-sampa",4,16,"r/w locks","on",100,"50% update
zipf: 1.2",1.2,"0.5",1000,924.279089529993,10
"415","v0.27.5-sampa",4,64,"r/w locks","on",100,"50% update
zipf: 1.2",1.2,"0.5",1000,952.836744594648,58
"416","v0.27.5-sampa",4,96,"r/w locks","on",100,"50% update
zipf: 1.2",1.2,"0.5",1000,993.126063378151,96
"417","v0.27.5-sampa",4,16,"boosting","on",100,"50% update
zipf: 0.2",0.2,"0.5",1000,6342.86703877869,0
"418","v0.27.5-sampa",4,64,"boosting","on",100,"50% update
zipf: 0.2",0.2,"0.5",1000,11554.0760526508,2
"419","v0.27.5-sampa",4,96,"boosting","on",100,"50% update
zipf: 0.2",0.2,"0.5",1000,11756.4273894834,32
"420","v0.27.5-sampa",4,16,"boosting","on",100,"50% update
zipf: 0.4",0.4,"0.5",1000,6343.35118429116,0
"421","v0.27.5-sampa",4,64,"boosting","on",100,"50% update
zipf: 0.4",0.4,"0.5",1000,11499.1116055861,6
"422","v0.27.5-sampa",4,96,"boosting","on",100,"50% update
zipf: 0.4",0.4,"0.5",1000,11615.912953876,35
"423","v0.27.5-sampa",4,16,"boosting","on",100,"50% update
zipf: 0.8",0.8,"0.5",1000,6346.63736117355,0
"424","v0.27.5-sampa",4,64,"boosting","on",100,"50% update
zipf: 0.8",0.8,"0.5",1000,10337.2860424662,21
"425","v0.27.5-sampa",4,96,"boosting","on",100,"50% update
zipf: 0.8",0.8,"0.5",1000,10473.1648010177,47
"426","v0.27.5-sampa",4,16,"boosting","on",100,"50% update
zipf: 1",1,"0.5",1000,6230.56071716385,0
"427","v0.27.5-sampa",4,64,"boosting","on",100,"50% update
zipf: 1",1,"0.5",1000,8962.86165734999,26
"428","v0.27.5-sampa",4,96,"boosting","on",100,"50% update
zipf: 1",1,"0.5",1000,9107.58755894664,77
"429","v0.27.5-sampa",4,16,"boosting","on",100,"50% update
zipf: 1.2",1.2,"0.5",1000,5542.67257167593,0
"430","v0.27.5-sampa",4,64,"boosting","on",100,"50% update
zipf: 1.2",1.2,"0.5",1000,7506.99499148652,38
"431","v0.27.5-sampa",4,96,"boosting","on",100,"50% update
zipf: 1.2",1.2,"0.5",1000,7819.96441434427,72
"432","v0.27.5-sampa",4,16,"boosting
 + combining","off",100,"50% update
zipf: 0.2",0.2,"0.5",1000,6342.22208900745,0
"433","v0.27.5-sampa",4,64,"boosting
 + combining","off",100,"50% update
zipf: 0.2",0.2,"0.5",1000,8934.43766231179,0
"434","v0.27.5-sampa",4,96,"boosting
 + combining","off",100,"50% update
zipf: 0.2",0.2,"0.5",1000,8389.38944911855,14
"435","v0.27.5-sampa",4,16,"boosting
 + combining","off",100,"50% update
zipf: 0.4",0.4,"0.5",1000,6343.51023017903,0
"436","v0.27.5-sampa",4,64,"boosting
 + combining","off",100,"50% update
zipf: 0.4",0.4,"0.5",1000,8382.05825758078,1
