"","name","nclients","nthreads","cc","phasing","cc_ph","rate","alpha","commute_ratio","timeout_scaling","throughput","op_timeouts","avg_latency_ms","txn_failed"
"406","v0.28.1-sampa",4,4,"r/w locks","off","r/w locks
(baseline)",100,"0.6","0.5",1000,6334.92363868973,0,0.139137706159542,0
"407","v0.28.1-sampa",4,4,"boosting","off","boosting",100,"0.6","0.5",1000,6334.58596519282,0,0.13773403315382,0
"408","v0.28.1-sampa",4,4,"r/w locks","on","r/w locks
 + phasing",100,"0.6","0.5",1000,6334.62817241127,0,0.143904093739482,0
"409","v0.28.1-sampa",4,4,"boosting","on","boosting
 + phasing",100,"0.6","0.5",1000,6332.04736109168,0,0.144829636333025,0
"410","v0.28.1-sampa",4,4,"boosting
 + combining","off","boosting
 + combining",100,"0.6","0.5",1000,6330.36386532785,0,0.141343360559111,0
"411","v0.28.1-sampa",4,4,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"0.6","0.5",1000,6333.60429631801,0,0.139245812994445,0
"412","v0.28.1-sampa",4,16,"r/w locks","off","r/w locks
(baseline)",100,"0.6","0.5",1000,16397.4659284497,0,0.499851871692478,5456
"413","v0.28.1-sampa",4,16,"boosting","off","boosting",100,"0.6","0.5",1000,25348.8813360719,0,0.156494915218625,0
"414","v0.28.1-sampa",4,16,"r/w locks","on","r/w locks
 + phasing",100,"0.6","0.5",1000,24950.365847975,0,0.168554137136026,0
"415","v0.28.1-sampa",4,16,"boosting","on","boosting
 + phasing",100,"0.6","0.5",1000,25348.0746119095,0,0.158239734807094,0
"416","v0.28.1-sampa",4,16,"boosting
 + combining","off","boosting
 + combining",100,"0.6","0.5",1000,23649.8433477061,0,0.181397654024884,6016
"417","v0.28.1-sampa",4,16,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"0.6","0.5",1000,25350.932969356,0,0.188247205530109,0
"418","v0.28.1-sampa",4,32,"r/w locks","off","r/w locks
(baseline)",100,"0.6","0.5",1000,11702.1866948537,0,1.22655473760275,18128
"419","v0.28.1-sampa",4,32,"boosting","off","boosting",100,"0.6","0.5",1000,27752.1286283059,0,1.03945364143243,432
"420","v0.28.1-sampa",4,32,"r/w locks","on","r/w locks
 + phasing",100,"0.6","0.5",1000,27586.6274695665,4370,0.691552372073354,0
"421","v0.28.1-sampa",4,32,"boosting","on","boosting
 + phasing",100,"0.6","0.5",1000,42763.4912718205,0,0.50849692717275,0
"422","v0.28.1-sampa",4,32,"boosting
 + combining","off","boosting
 + combining",100,"0.6","0.5",1000,19992.6094071689,0,0.912556330094353,15696
"423","v0.28.1-sampa",4,32,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"0.6","0.5",1000,44093.0430503651,1,0.503658683718405,0
"424","v0.28.1-sampa",4,64,"r/w locks","off","r/w locks
(baseline)",100,"0.6","0.5",1000,8787.15907607986,3,2.86111069858619,35024
"425","v0.28.1-sampa",4,64,"boosting","off","boosting",100,"0.6","0.5",1000,24073.3595205554,0,2.54200941362777,2816
"426","v0.28.1-sampa",4,64,"r/w locks","on","r/w locks
 + phasing",100,"0.6","0.5",1000,26638.7298704247,23910,1.32911731473545,3664
"427","v0.28.1-sampa",4,64,"boosting","on","boosting
 + phasing",100,"0.6","0.5",1000,43794.9743949863,5279,1.34678975966309,0
"428","v0.28.1-sampa",4,64,"boosting
 + combining","off","boosting
 + combining",100,"0.6","0.5",1000,27345.7550355568,3,2.26825216953355,976
"429","v0.28.1-sampa",4,64,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"0.6","0.5",1000,46985.4875358665,3515,1.2686452308874,0
"430","v0.28.1-sampa",4,96,"r/w locks","off","r/w locks
(baseline)",100,"0.6","0.5",1000,7131.91302608056,41,4.72068884384276,45264
"431","v0.28.1-sampa",4,96,"boosting","off","boosting",100,"0.6","0.5",1000,21341.535549509,33,4.26713784183296,3664
"432","v0.28.1-sampa",4,96,"r/w locks","on","r/w locks
 + phasing",100,"0.6","0.5",1000,26839.4132189691,43532,1.71421624056116,8736
"433","v0.28.1-sampa",4,96,"boosting","on","boosting
 + phasing",100,"0.6","0.5",1000,42289.0587326018,20283,2.14315282047437,0
"434","v0.28.1-sampa",4,96,"boosting
 + combining","off","boosting
 + combining",100,"0.6","0.5",1000,26102.7301930726,30,3.55928434246437,1280
"435","v0.28.1-sampa",4,96,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"0.6","0.5",1000,46004.390489037,14827,1.98746823580816,0
"568","v0.28.1-sampa",4,4,"r/w locks","off","r/w locks
(baseline)",100,"0.6","0.5",1000,6333.20897511059,0,0.146364028443996,0
"569","v0.28.1-sampa",4,4,"boosting","off","boosting",100,"0.6","0.5",1000,6333.37219955026,0,0.146153320148123,0
"570","v0.28.1-sampa",4,4,"r/w locks","on","r/w locks
 + phasing",100,"0.6","0.5",1000,6332.7969831133,0,0.147125662822995,0
"571","v0.28.1-sampa",4,4,"boosting","on","boosting
 + phasing",100,"0.6","0.5",1000,6333.51989552517,0,0.144682082141054,0
"572","v0.28.1-sampa",4,4,"boosting
 + combining","off","boosting
 + combining",100,"0.6","0.5",1000,6334.22722654363,0,0.144599882194547,0
"573","v0.28.1-sampa",4,4,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"0.6","0.5",1000,6333.33000196551,0,0.145262266453459,0
"574","v0.28.1-sampa",4,16,"r/w locks","off","r/w locks
(baseline)",100,"0.6","0.5",1000,19413.1523348472,0,0.361498066745277,3936
"575","v0.28.1-sampa",4,16,"boosting","off","boosting",100,"0.6","0.5",1000,25343.1445963171,0,0.152125837833295,0
"576","v0.28.1-sampa",4,16,"r/w locks","on","r/w locks
 + phasing",100,"0.6","0.5",1000,25069.9293716675,0,0.159571756308947,0
"577","v0.28.1-sampa",4,16,"boosting","on","boosting
 + phasing",100,"0.6","0.5",1000,25347.6683420431,0,0.150823353293413,0
"578","v0.28.1-sampa",4,16,"boosting
 + combining","off","boosting
 + combining",100,"0.6","0.5",1000,25349.028378212,0,0.181775811364353,0
"579","v0.28.1-sampa",4,16,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"0.6","0.5",1000,25346.207741287,0,0.142470689582721,0
"580","v0.28.1-sampa",4,32,"r/w locks","off","r/w locks
(baseline)",100,"0.6","0.5",1000,13105.0238878511,0,1.09718746215638,19936
"581","v0.28.1-sampa",4,32,"boosting","off","boosting",100,"0.6","0.5",1000,28526.7609470561,0,1.00362872421696,336
"582","v0.28.1-sampa",4,32,"r/w locks","on","r/w locks
 + phasing",100,"0.6","0.5",1000,29112.9997645631,3680,0.630867063347427,0
"583","v0.28.1-sampa",4,32,"boosting","on","boosting
 + phasing",100,"0.6","0.5",1000,43591.3115146359,0,0.492675805074408,0
"584","v0.28.1-sampa",4,32,"boosting
 + combining","off","boosting
 + combining",100,"0.6","0.5",1000,9783.94205578672,0,0.803692936347926,35232
"585","v0.28.1-sampa",4,32,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"0.6","0.5",1000,45150.6339420728,0,0.479376692969026,0
"586","v0.28.1-sampa",4,64,"r/w locks","off","r/w locks
(baseline)",100,"0.6","0.5",1000,9580.375782881,3,2.56133893549793,36192
"587","v0.28.1-sampa",4,64,"boosting","off","boosting",100,"0.6","0.5",1000,24198.6908783784,0,2.52501799659701,2400
"588","v0.28.1-sampa",4,64,"r/w locks","on","r/w locks
 + phasing",100,"0.6","0.5",1000,27916.8560040507,23191,1.33218849988838,3056
"589","v0.28.1-sampa",4,64,"boosting","on","boosting
 + phasing",100,"0.6","0.5",1000,45450.3231619852,5034,1.29927957503382,0
"590","v0.28.1-sampa",4,64,"boosting
 + combining","off","boosting
 + combining",100,"0.6","0.5",1000,28774.7526797844,0,2.15851865465907,560
"591","v0.28.1-sampa",4,64,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"0.6","0.5",1000,47893.5404558197,2967,1.2469557757237,0
"592","v0.28.1-sampa",4,96,"r/w locks","off","r/w locks
(baseline)",100,"0.6","0.5",1000,7383.96433939503,29,4.63879473022086,46800
"593","v0.28.1-sampa",4,96,"boosting","off","boosting",100,"0.6","0.5",1000,21823.5152902333,34,4.17268420291253,3344
"594","v0.28.1-sampa",4,96,"r/w locks","on","r/w locks
 + phasing",100,"0.6","0.5",1000,28287.7044468494,42675,1.69801146168238,8000
"595","v0.28.1-sampa",4,96,"boosting","on","boosting
 + phasing",100,"0.6","0.5",1000,44136.4768519129,19843,2.05410675042996,0
"596","v0.28.1-sampa",4,96,"boosting
 + combining","off","boosting
 + combining",100,"0.6","0.5",1000,26807.1076857204,23,3.46204220645187,1184
"597","v0.28.1-sampa",4,96,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"0.6","0.5",1000,48133.5694943318,13445,1.90900195158319,0
"730","v0.28.1-sampa",4,4,"r/w locks","off","r/w locks
(baseline)",100,"0.6","0.5",1000,6334.37493753706,0,0.143188846348031,0
"731","v0.28.1-sampa",4,4,"boosting","off","boosting",100,"0.6","0.5",1000,6332.24286923092,0,0.147796191077441,0
"732","v0.28.1-sampa",4,4,"r/w locks","on","r/w locks
 + phasing",100,"0.6","0.5",1000,6332.11630200144,0,0.14045928030303,0
"733","v0.28.1-sampa",4,4,"boosting","on","boosting
 + phasing",100,"0.6","0.5",1000,6332.94466469001,0,0.140481651376147,0
"734","v0.28.1-sampa",4,4,"boosting
 + combining","off","boosting
 + combining",100,"0.6","0.5",1000,6334.80243717999,0,0.143452355910812,0
"735","v0.28.1-sampa",4,4,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"0.6","0.5",1000,6331.51431560291,0,0.135478405455464,0
"736","v0.28.1-sampa",4,16,"r/w locks","off","r/w locks
(baseline)",100,"0.6","0.5",1000,18823.0282578382,0,0.386216407355021,4128
"737","v0.28.1-sampa",4,16,"boosting","off","boosting",100,"0.6","0.5",1000,25348.4169221092,0,0.159681519295813,0
"738","v0.28.1-sampa",4,16,"r/w locks","on","r/w locks
 + phasing",100,"0.6","0.5",1000,25074.0983562911,0,0.159576811994309,0
"739","v0.28.1-sampa",4,16,"boosting","on","boosting
 + phasing",100,"0.6","0.5",1000,25345.2797784671,0,0.157564503929067,0
"740","v0.28.1-sampa",4,16,"boosting
 + combining","off","boosting
 + combining",100,"0.6","0.5",1000,25347.2675231312,0,0.161084003865627,0
"741","v0.28.1-sampa",4,16,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"0.6","0.5",1000,25345.6963516671,0,0.147710202323676,0
"742","v0.28.1-sampa",4,32,"r/w locks","off","r/w locks
(baseline)",100,"0.6","0.5",1000,12451.5345200993,0,1.14956304089598,18720
"743","v0.28.1-sampa",4,32,"boosting","off","boosting",100,"0.6","0.5",1000,27724.1562583045,0,1.03687479631156,432
"744","v0.28.1-sampa",4,32,"r/w locks","on","r/w locks
 + phasing",100,"0.6","0.5",1000,28526.552031639,3830,0.653840969097468,0
"745","v0.28.1-sampa",4,32,"boosting","on","boosting
 + phasing",100,"0.6","0.5",1000,43656.4728715662,0,0.487415044700495,0
"746","v0.28.1-sampa",4,32,"boosting
 + combining","off","boosting
 + combining",100,"0.6","0.5",1000,31626.3490882025,0,0.888871961469926,64
"747","v0.28.1-sampa",4,32,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"0.6","0.5",1000,45173.4738983186,0,0.478488563726471,0
"748","v0.28.1-sampa",4,64,"r/w locks","off","r/w locks
(baseline)",100,"0.6","0.5",1000,9416.77331731397,3,2.55545154490486,35632
"749","v0.28.1-sampa",4,64,"boosting","off","boosting",100,"0.6","0.5",1000,24011.595849003,3,2.55343549238757,2496
"750","v0.28.1-sampa",4,64,"r/w locks","on","r/w locks
 + phasing",100,"0.6","0.5",1000,28224.8295637417,23017,1.34388649306131,2864
"751","v0.28.1-sampa",4,64,"boosting","on","boosting
 + phasing",100,"0.6","0.5",1000,45446.6664016221,5187,1.29858049315324,0
"752","v0.28.1-sampa",4,64,"boosting
 + combining","off","boosting
 + combining",100,"0.6","0.5",1000,28218.2723966373,0,2.2081596048381,656
"753","v0.28.1-sampa",4,64,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"0.6","0.5",1000,47627.2163855102,3437,1.2517953371337,0
"754","v0.28.1-sampa",4,96,"r/w locks","off","r/w locks
(baseline)",100,"0.6","0.5",1000,7648.17862097893,33,4.42431657104286,46544
"755","v0.28.1-sampa",4,96,"boosting","off","boosting",100,"0.6","0.5",1000,22305.4777773396,35,4.07559818481848,3488
"756","v0.28.1-sampa",4,96,"r/w locks","on","r/w locks
 + phasing",100,"0.6","0.5",1000,28037.8186686232,42720,1.68086825577552,8256
"757","v0.28.1-sampa",4,96,"boosting","on","boosting
 + phasing",100,"0.6","0.5",1000,44212.2420966843,19767,2.05045614118883,0
"758","v0.28.1-sampa",4,96,"boosting
 + combining","off","boosting
 + combining",100,"0.6","0.5",1000,19793.8144329897,9,3.4831272607123,22016
"759","v0.28.1-sampa",4,96,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"0.6","0.5",1000,47766.068120044,14245,1.92205096577206,0
"892","v0.28.1-sampa",4,4,"r/w locks","off","r/w locks
(baseline)",100,"0.6","0.5",1000,6332.07411404929,0,0.145976957070707,0
"893","v0.28.1-sampa",4,4,"boosting","off","boosting",100,"0.6","0.5",1000,6330.49619401369,0,0.144716153068957,0
"894","v0.28.1-sampa",4,4,"r/w locks","on","r/w locks
 + phasing",100,"0.6","0.5",1000,6333.85751219382,0,0.145574187847164,0
"895","v0.28.1-sampa",4,4,"boosting","on","boosting
 + phasing",100,"0.6","0.5",1000,6333.26670664268,0,0.137804557313584,0
"896","v0.28.1-sampa",4,4,"boosting
 + combining","off","boosting
 + combining",100,"0.6","0.5",1000,6332.34834578726,0,0.141952335858586,0
"897","v0.28.1-sampa",4,4,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"0.6","0.5",1000,6331.84209036066,0,0.137642045454545,0
"898","v0.28.1-sampa",4,16,"r/w locks","off","r/w locks
(baseline)",100,"0.6","0.5",1000,20061.7579726348,0,0.339905326150417,3408
"899","v0.28.1-sampa",4,16,"boosting","off","boosting",100,"0.6","0.5",1000,25352.5402066248,0,0.16988047976138,0
"900","v0.28.1-sampa",4,16,"r/w locks","on","r/w locks
 + phasing",100,"0.6","0.5",1000,25097.91392095,0,0.159360943732496,0
"901","v0.28.1-sampa",4,16,"boosting","on","boosting
 + phasing",100,"0.6","0.5",1000,25345.2218106297,0,0.160380554680113,0
"902","v0.28.1-sampa",4,16,"boosting
 + combining","off","boosting
 + combining",100,"0.6","0.5",1000,25353.2734419987,0,0.169629353442843,0
"903","v0.28.1-sampa",4,16,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"0.6","0.5",1000,25345.0846735542,0,0.156782510032988,0
"904","v0.28.1-sampa",4,32,"r/w locks","off","r/w locks
(baseline)",100,"0.6","0.5",1000,13079.1402617602,0,1.07999605295118,20064
"905","v0.28.1-sampa",4,32,"boosting","off","boosting",100,"0.6","0.5",1000,29033.1562386824,0,0.98868744621244,240
"906","v0.28.1-sampa",4,32,"r/w locks","on","r/w locks
 + phasing",100,"0.6","0.5",1000,28146.3345044606,4015,0.669788680597465,0
"907","v0.28.1-sampa",4,32,"boosting","on","boosting
 + phasing",100,"0.6","0.5",1000,43707.0991460549,0,0.483580250669263,0
"908","v0.28.1-sampa",4,32,"boosting
 + combining","off","boosting
 + combining",100,"0.6","0.5",1000,31329.5562164587,0,0.903346994535519,80
"909","v0.28.1-sampa",4,32,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"0.6","0.5",1000,44969.7880175755,1,0.484575292086467,0
"910","v0.28.1-sampa",4,64,"r/w locks","off","r/w locks
(baseline)",100,"0.6","0.5",1000,9414.06695911678,0,2.53696992793792,36672
"911","v0.28.1-sampa",4,64,"boosting","off","boosting",100,"0.6","0.5",1000,24685.8111688036,0,2.48995267427885,2192
"912","v0.28.1-sampa",4,64,"r/w locks","on","r/w locks
 + phasing",100,"0.6","0.5",1000,27793.7130480595,23222,1.35686370869606,2992
"913","v0.28.1-sampa",4,64,"boosting","on","boosting
 + phasing",100,"0.6","0.5",1000,45448.4565621367,5131,1.29708290088976,0
"914","v0.28.1-sampa",4,64,"boosting
 + combining","off","boosting
 + combining",100,"0.6","0.5",1000,28307.9408055659,0,2.1976432566928,640
"915","v0.28.1-sampa",4,64,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"0.6","0.5",1000,48336.1106233829,2945,1.23309162188836,0
"916","v0.28.1-sampa",4,96,"r/w locks","off","r/w locks
(baseline)",100,"0.6","0.5",1000,7715.85405230869,48,4.40567458988952,47456
"917","v0.28.1-sampa",4,96,"boosting","off","boosting",100,"0.6","0.5",1000,22142.5268053647,34,4.10469449908753,3456
"918","v0.28.1-sampa",4,96,"r/w locks","on","r/w locks
 + phasing",100,"0.6","0.5",1000,27914.1218555125,42758,1.78532973808691,7600
"919","v0.28.1-sampa",4,96,"boosting","on","boosting
 + phasing",100,"0.6","0.5",1000,44500.5041418715,19480,2.03672193393991,0
"920","v0.28.1-sampa",4,96,"boosting
 + combining","off","boosting
 + combining",100,"0.6","0.5",1000,26781.6186728848,17,3.47192666154362,1040
"921","v0.28.1-sampa",4,96,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"0.6","0.5",1000,48073.9395939924,14056,1.91270942048888,0
"1054","v0.28.1-sampa",4,4,"better boosting","off","better boosting",100,"0.6","0.5",1000,6334.38040259424,0,0.148166281026504,0
"1055","v0.28.1-sampa",4,96,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"0.6","0.5",1000,49058.9087828783,1193,1.86084266813433,0
"1056","v0.28.1-sampa",4,96,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"0.6","0.5",1000,45622.3773448893,14329,2.00408065638409,0
"1057","v0.28.1-sampa",4,96,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"0.6","0.5",1000,45762.7712264541,14388,1.99471633704542,0
"1058","v0.28.1-sampa",4,96,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"0.6","0.5",1000,48351.6250884818,1309,1.86234416216985,0
"1059","v0.28.1-sampa",4,96,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"0.6","0.5",1000,48679.3252297344,525,1.8570338595785,0
"1060","v0.28.1-sampa",4,4,"better boosting","on","better boosting
 + phasing",100,"0.6","0.5",1000,6333.37774816789,1,0.131978982580157,0
"1061","v0.28.1-sampa",4,4,"better boosting
 + combining","off","better boosting
 + combining",100,"0.6","0.5",1000,6336.14285238365,0,0.136608795322621,0
"1062","v0.28.1-sampa",4,4,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"0.6","0.5",1000,6335.07138216529,0,0.137548910299562,0
"1063","v0.28.1-sampa",4,16,"better boosting","off","better boosting",100,"0.6","0.5",1000,25349.8994580054,0,0.144184702668628,0
"1064","v0.28.1-sampa",4,16,"better boosting","on","better boosting
 + phasing",100,"0.6","0.5",1000,25348.0429036532,0,0.147414110107165,0
"1065","v0.28.1-sampa",4,16,"better boosting
 + combining","off","better boosting
 + combining",100,"0.6","0.5",1000,25348.522880865,0,0.158445228939461,0
"1066","v0.28.1-sampa",4,16,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"0.6","0.5",1000,25350.7434362536,0,0.16077957554108,0
"1067","v0.28.1-sampa",4,32,"better boosting","off","better boosting",100,"0.6","0.5",1000,41139.5283884611,0,0.62605633575151,0
"1068","v0.28.1-sampa",4,32,"better boosting","on","better boosting
 + phasing",100,"0.6","0.5",1000,42126.7061584592,3,0.618705336851674,0
"1069","v0.28.1-sampa",4,32,"better boosting
 + combining","off","better boosting
 + combining",100,"0.6","0.5",1000,13385.5444506601,0,0.468797714947612,37488
"1070","v0.28.1-sampa",4,32,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"0.6","0.5",1000,44393.3157338263,5,0.587353954463751,0
"1071","v0.28.1-sampa",4,64,"better boosting","off","better boosting",100,"0.6","0.5",1000,42666.3127156889,0,1.3928924740549,0
"1072","v0.28.1-sampa",4,64,"better boosting","on","better boosting
 + phasing",100,"0.6","0.5",1000,43363.2229064325,2320,1.35220856046347,0
"1073","v0.28.1-sampa",4,64,"better boosting
 + combining","off","better boosting
 + combining",100,"0.6","0.5",1000,46541.9022590321,1,1.27034044761818,0
"1074","v0.28.1-sampa",4,64,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"0.6","0.5",1000,47036.9301118622,84,1.25561563120824,0
"1075","v0.28.1-sampa",4,96,"better boosting","off","better boosting",100,"0.6","0.5",1000,42524.6195758316,45,2.15455343687337,0
"1076","v0.28.1-sampa",4,96,"better boosting","on","better boosting
 + phasing",100,"0.6","0.5",1000,44158.2789496142,4090,2.0653636189312,0
"1077","v0.28.1-sampa",4,96,"better boosting
 + combining","off","better boosting
 + combining",100,"0.6","0.5",1000,48303.166147418,32,1.89761909984208,0
"1166","v0.28.1-sampa",4,4,"better boosting","off","better boosting",100,"0.6","0.5",1000,6333.80979512143,0,0.138229105294167,0
"1167","v0.28.1-sampa",4,4,"better boosting","on","better boosting
 + phasing",100,"0.6","0.5",1000,6334.00523080511,0,0.141408222521461,0
"1168","v0.28.1-sampa",4,4,"better boosting
 + combining","off","better boosting
 + combining",100,"0.6","0.5",1000,6334.50155244327,0,0.137847105351733,0
