"","facet","rate","nthreads","cc_ph","cc","zipf","commute_ratio","phasing","timeout_scaling","throughput","op_timeouts"
"746","50% update
zipf: 0.6",100,32,"boosting+combining","boosting+combining",0.6,"0.5","off",1000,31626.3490882025,0
"747","50% update
zipf: 0.6",100,32,"boosting+combining+phasing","boosting+combining",0.6,"0.5","on",1000,45173.4738983186,0
"748","50% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0.5","off",1000,9416.77331731397,3
"749","50% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.5","off",1000,24011.595849003,3
"750","50% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0.5","on",1000,28224.8295637417,23017
"751","50% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0.5","on",1000,45446.6664016221,5187
"752","50% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0.5","off",1000,28218.2723966373,0
"753","50% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0.5","on",1000,47627.2163855102,3437
"754","50% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0.5","off",1000,7648.17862097893,33
"755","50% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.5","off",1000,22305.4777773396,35
"756","50% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0.5","on",1000,28037.8186686232,42720
"757","50% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0.5","on",1000,44212.2420966843,19767
"758","50% update
zipf: 0.6",100,96,"boosting+combining","boosting+combining",0.6,"0.5","off",1000,19793.8144329897,9
"759","50% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"0.5","on",1000,47766.068120044,14245
"760","0% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0","off",1000,63930.7285830786,0
"761","0% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0","off",1000,63571.248624352,0
"762","0% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0","on",1000,63539.1066545123,0
"763","0% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0","on",1000,63877.2804412389,4
"764","20% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0.2","off",1000,17163.6458639496,0
"765","20% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.2","off",1000,30166.9572568289,2
"766","20% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0.2","on",1000,42299.5536560341,19524
"767","20% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0.2","on",1000,53316.5436157099,2972
"768","40% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0.4","off",1000,11000.5318333241,1
"769","40% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.4","off",1000,25464.2471047577,2
"770","40% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0.4","on",1000,31529.7626606493,22320
"771","40% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0.4","on",1000,47766.5812016775,4808
"772","60% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0.6","off",1000,8220.23898772466,0
"773","60% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.6","off",1000,24250.847098687,0
"774","60% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0.6","on",1000,25004.5218839665,23868
"775","60% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0.6","on",1000,43479.9842246725,5371
"776","80% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0.8","off",1000,6706.00277743368,0
"777","80% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.8","off",1000,26496.8456293689,0
"778","80% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0.8","on",1000,21809.5324746221,24417
"779","80% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0.8","on",1000,40358.8275825515,4897
"780","100% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"1","off",1000,5791.89057156815,0
"781","100% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"1","off",1000,38296.1740156593,0
"782","100% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"1","on",1000,19595.8625880887,24680
"783","100% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"1","on",1000,38018.2318427421,0
"784","0% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0","off",1000,70657.1259068748,1
"785","0% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0","on",1000,71556.8135867368,4
"786","20% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0.2","off",1000,35856.1640436576,2
"787","20% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0.2","on",1000,57110.0549512465,1199
"788","40% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0.4","off",1000,29231.8485670792,0
"789","40% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0.4","on",1000,50905.3306995797,2273
"790","60% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0.6","off",1000,27762.5788506432,1
"791","60% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0.6","on",1000,46010.4423418409,3474
"792","80% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0.8","off",1000,29943.1189866042,1
"793","80% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0.8","on",1000,43538.0174136691,2546
"794","100% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"1","off",1000,42062.692266893,1
"795","100% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"1","on",1000,41768.5784940961,2
"796","0% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0","off",1000,64671.8146718147,25
"797","0% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0","off",1000,64495.5089869848,31
"798","0% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0","on",1000,64456.0215793093,17
"799","0% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0","on",1000,64468.9225766153,38
"800","20% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0.2","off",1000,14676.1462095324,26
"801","20% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.2","off",1000,27663.5194149995,35
"802","20% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0.2","on",1000,42267.6152132779,39172
"803","20% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0.2","on",1000,53627.6948179563,11575
"804","40% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0.4","off",1000,9135.18963778795,25
"805","40% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.4","off",1000,22722.9701304165,34
"806","40% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0.4","on",1000,31375.1581435076,42035
"807","40% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0.4","on",1000,46585.7501697664,18155
"808","60% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0.6","off",1000,6612.21409983974,30
"809","60% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.6","off",1000,21731.0757037568,35
"810","60% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0.6","on",1000,25395.6256547699,43271
"811","60% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0.6","on",1000,42721.9602654251,19677
"812","80% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0.8","off",1000,5443.72133822666,31
"813","80% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.8","off",1000,23633.5593287084,42
"814","80% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0.8","on",1000,21769.4847301966,43835
"815","80% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0.8","on",1000,40390.7712590639,14603
"816","100% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"1","off",1000,4791.72170282408,37
"817","100% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"1","off",1000,17660.8306928828,41808
"818","100% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"1","on",1000,18414.3655985773,45397
"819","100% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"1","on",1000,18519.0936030896,60
"820","0% update
zipf: 0.6",100,96,"boosting+combining","boosting+combining",0.6,"0","off",1000,74814.9078671594,15
"821","0% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"0","on",1000,74313.8039213094,40
"822","20% update
zipf: 0.6",100,96,"boosting+combining","boosting+combining",0.6,"0.2","off",1000,33092.749847478,51
"823","20% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"0.2","on",1000,57535.6727618645,8074
"824","40% update
zipf: 0.6",100,96,"boosting+combining","boosting+combining",0.6,"0.4","off",1000,27484.1618535157,33
"825","40% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"0.4","on",1000,50277.6979700209,12924
"826","60% update
zipf: 0.6",100,96,"boosting+combining","boosting+combining",0.6,"0.6","off",1000,26056.4764549514,38
"827","60% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"0.6","on",1000,45994.345953658,13965
"828","80% update
zipf: 0.6",100,96,"boosting+combining","boosting+combining",0.6,"0.8","off",1000,28827.2053990096,19
"829","80% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"0.8","on",1000,43963.7926594965,10905
"830","100% update
zipf: 0.6",100,96,"boosting+combining","boosting+combining",0.6,"1","off",1000,18715.1380602192,39734
"831","100% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"1","on",1000,19855.8241874418,42
"892","50% update
zipf: 0.6",100,4,"r/w locks(baseline)","r/w locks",0.6,"0.5","off",1000,6332.07411404929,0
"893","50% update
zipf: 0.6",100,4,"boosting","boosting",0.6,"0.5","off",1000,6330.49619401369,0
"894","50% update
zipf: 0.6",100,4,"r/w locks+phasing","r/w locks",0.6,"0.5","on",1000,6333.85751219382,0
"895","50% update
zipf: 0.6",100,4,"boosting+phasing","boosting",0.6,"0.5","on",1000,6333.26670664268,0
"896","50% update
zipf: 0.6",100,4,"boosting+combining","boosting+combining",0.6,"0.5","off",1000,6332.34834578726,0
"897","50% update
zipf: 0.6",100,4,"boosting+combining+phasing","boosting+combining",0.6,"0.5","on",1000,6331.84209036066,0
"898","50% update
zipf: 0.6",100,16,"r/w locks(baseline)","r/w locks",0.6,"0.5","off",1000,20061.7579726348,0
"899","50% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"0.5","off",1000,25352.5402066248,0
"900","50% update
zipf: 0.6",100,16,"r/w locks+phasing","r/w locks",0.6,"0.5","on",1000,25097.91392095,0
"901","50% update
zipf: 0.6",100,16,"boosting+phasing","boosting",0.6,"0.5","on",1000,25345.2218106297,0
"902","50% update
zipf: 0.6",100,16,"boosting+combining","boosting+combining",0.6,"0.5","off",1000,25353.2734419987,0
"903","50% update
zipf: 0.6",100,16,"boosting+combining+phasing","boosting+combining",0.6,"0.5","on",1000,25345.0846735542,0
"904","50% update
zipf: 0.6",100,32,"r/w locks(baseline)","r/w locks",0.6,"0.5","off",1000,13079.1402617602,0
"905","50% update
zipf: 0.6",100,32,"boosting","boosting",0.6,"0.5","off",1000,29033.1562386824,0
"906","50% update
zipf: 0.6",100,32,"r/w locks+phasing","r/w locks",0.6,"0.5","on",1000,28146.3345044606,4015
"907","50% update
zipf: 0.6",100,32,"boosting+phasing","boosting",0.6,"0.5","on",1000,43707.0991460549,0
"908","50% update
zipf: 0.6",100,32,"boosting+combining","boosting+combining",0.6,"0.5","off",1000,31329.5562164587,0
"909","50% update
zipf: 0.6",100,32,"boosting+combining+phasing","boosting+combining",0.6,"0.5","on",1000,44969.7880175755,1
"910","50% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0.5","off",1000,9414.06695911678,0
"911","50% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.5","off",1000,24685.8111688036,0
"912","50% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0.5","on",1000,27793.7130480595,23222
"913","50% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0.5","on",1000,45448.4565621367,5131
"914","50% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0.5","off",1000,28307.9408055659,0
"915","50% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0.5","on",1000,48336.1106233829,2945
"916","50% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0.5","off",1000,7715.85405230869,48
"917","50% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.5","off",1000,22142.5268053647,34
"918","50% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0.5","on",1000,27914.1218555125,42758
"919","50% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0.5","on",1000,44500.5041418715,19480
"920","50% update
zipf: 0.6",100,96,"boosting+combining","boosting+combining",0.6,"0.5","off",1000,26781.6186728848,17
"921","50% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"0.5","on",1000,48073.9395939924,14056
"922","0% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0","off",1000,63473.3444246333,0
"923","0% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0","off",1000,63782.75887216,0
"924","0% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0","on",1000,63868.7581023239,0
"925","0% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0","on",1000,63604.5794745669,0
"926","20% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0.2","off",1000,17594.3883894102,1
"927","20% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.2","off",1000,29793.0633623736,0
"928","20% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0.2","on",1000,42642.3880091566,19393
"929","20% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0.2","on",1000,53749.7431682761,2758
"930","40% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0.4","off",1000,11020.6199359767,2
"931","40% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.4","off",1000,25427.396410253,2
"932","40% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0.4","on",1000,31187.1764793808,22416
"933","40% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0.4","on",1000,47662.032666554,4814
"934","60% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0.6","off",1000,8227.30812973952,4
"935","60% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.6","off",1000,24031.3968213033,1
"936","60% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0.6","on",1000,25169.7391867811,23731
"937","60% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0.6","on",1000,43568.7594413378,5505
"938","80% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0.8","off",1000,6504.72598411861,0
"939","80% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.8","off",1000,26400.5259384797,0
"940","80% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0.8","on",1000,21908.0175433471,24509
"941","80% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0.8","on",1000,40446.5143394701,4860
"942","100% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"1","off",1000,5669.25645410864,0
"943","100% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"1","off",1000,38271.2480273715,14
"944","100% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"1","on",1000,20033.7520363403,24604
"945","100% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"1","on",1000,38017.2499519361,0
"946","0% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0","off",1000,70900.0391119596,0
"947","0% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0","on",1000,71014.3640256392,1
"948","20% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0.2","off",1000,34591.2586868496,0
"949","20% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0.2","on",1000,56942.7984357394,1324
"950","40% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0.4","off",1000,29400.7608440137,0
"951","40% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0.4","on",1000,50660.0656785067,2564
"952","60% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0.6","off",1000,4787.54109224719,0
"953","60% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0.6","on",1000,46109.6491518795,3186
"954","80% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0.8","off",1000,29779.4100632382,0
"955","80% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0.8","on",1000,43410.4869757672,2476
"956","100% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"1","off",1000,42158.3597155691,0
"957","100% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"1","on",1000,42160.2877554741,7
"958","0% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0","off",1000,64463.0765975455,19
"959","0% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0","off",1000,64564.6417934623,32
"960","0% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0","on",1000,64438.3547153345,25
"961","0% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0","on",1000,64282.1625052899,39
"962","20% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0.2","off",1000,14547.7594129879,42
"963","20% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.2","off",1000,28044.7713127091,29
"964","20% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0.2","on",1000,42481.0306415679,39132
"965","20% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0.2","on",1000,53071.4422246683,11152
"966","40% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0.4","off",1000,8741.96984859735,40
"967","40% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.4","off",1000,23018.5385700692,38
"968","40% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0.4","on",1000,31488.225625388,41933
"969","40% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0.4","on",1000,46534.5103539312,18433
"970","60% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0.6","off",1000,6804.42318492554,33
"971","60% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.6","off",1000,21821.7895943731,39
"972","60% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0.6","on",1000,25547.5394677275,43321
"973","60% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0.6","on",1000,42658.5119108425,19456
"974","80% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0.8","off",1000,5293.97934173106,36
"975","80% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.8","off",1000,23634.3296350403,28
"976","80% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0.8","on",1000,21334.631808586,44429
"977","80% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0.8","on",1000,40535.1827618147,14254
"978","100% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"1","off",1000,4630.04776798225,31
"979","100% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"1","off",1000,19821.531185807,36819
"980","100% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"1","on",1000,18697.6024351322,44950
"981","100% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"1","on",1000,18253.114719444,53
"982","0% update
zipf: 0.6",100,96,"boosting+combining","boosting+combining",0.6,"0","off",1000,74643.0779096712,24
"983","0% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"0","on",1000,74285.8087357811,25
"984","20% update
zipf: 0.6",100,96,"boosting+combining","boosting+combining",0.6,"0.2","off",1000,33202.3313137829,51
"985","20% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"0.2","on",1000,57853.9338823879,7934
"986","40% update
zipf: 0.6",100,96,"boosting+combining","boosting+combining",0.6,"0.4","off",1000,27850.6973468568,35
"987","40% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"0.4","on",1000,50462.93666572,12621
"988","60% update
zipf: 0.6",100,96,"boosting+combining","boosting+combining",0.6,"0.6","off",1000,26124.2985483574,42
"989","60% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"0.6","on",1000,46203.6153528683,14151
"990","80% update
zipf: 0.6",100,96,"boosting+combining","boosting+combining",0.6,"0.8","off",1000,28710.546244773,24
"991","80% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"0.8","on",1000,43485.6216130691,11415
"992","100% update
zipf: 0.6",100,96,"boosting+combining","boosting+combining",0.6,"1","off",1000,19289.8391764566,36753
"993","100% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"1","on",1000,19378.6161528097,67
"1054","50% update
zipf: 0.6",100,4,"better boosting","better boosting",0.6,"0.5","off",1000,6334.38040259424,0
"1055","50% update
zipf: 0.6",100,96,"better boosting+combining+phasing","better boosting+combining",0.6,"0.5","on",1000,49058.9087828783,1193
"1056","50% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"0.5","on",1000,45622.3773448893,14329
"1057","50% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"0.5","on",1000,45762.7712264541,14388
"1058","50% update
zipf: 0.6",100,96,"better boosting+combining+phasing","better boosting+combining",0.6,"0.5","on",1000,48351.6250884818,1309
"1059","50% update
zipf: 0.6",100,96,"better boosting+combining+phasing","better boosting+combining",0.6,"0.5","on",1000,48679.3252297344,525
"1060","50% update
zipf: 0.6",100,4,"better boosting+phasing","better boosting",0.6,"0.5","on",1000,6333.37774816789,1
"1061","50% update
zipf: 0.6",100,4,"better boosting+combining","better boosting+combining",0.6,"0.5","off",1000,6336.14285238365,0
"1062","50% update
zipf: 0.6",100,4,"better boosting+combining+phasing","better boosting+combining",0.6,"0.5","on",1000,6335.07138216529,0
"1063","50% update
zipf: 0.6",100,16,"better boosting","better boosting",0.6,"0.5","off",1000,25349.8994580054,0
"1064","50% update
zipf: 0.6",100,16,"better boosting+phasing","better boosting",0.6,"0.5","on",1000,25348.0429036532,0
"1065","50% update
zipf: 0.6",100,16,"better boosting+combining","better boosting+combining",0.6,"0.5","off",1000,25348.522880865,0
"1066","50% update
zipf: 0.6",100,16,"better boosting+combining+phasing","better boosting+combining",0.6,"0.5","on",1000,25350.7434362536,0
"1067","50% update
zipf: 0.6",100,32,"better boosting","better boosting",0.6,"0.5","off",1000,41139.5283884611,0
"1068","50% update
zipf: 0.6",100,32,"better boosting+phasing","better boosting",0.6,"0.5","on",1000,42126.7061584592,3
"1069","50% update
zipf: 0.6",100,32,"better boosting+combining","better boosting+combining",0.6,"0.5","off",1000,13385.5444506601,0
"1070","50% update
zipf: 0.6",100,32,"better boosting+combining+phasing","better boosting+combining",0.6,"0.5","on",1000,44393.3157338263,5
"1071","50% update
zipf: 0.6",100,64,"better boosting","better boosting",0.6,"0.5","off",1000,42666.3127156889,0
"1072","50% update
zipf: 0.6",100,64,"better boosting+phasing","better boosting",0.6,"0.5","on",1000,43363.2229064325,2320
"1073","50% update
zipf: 0.6",100,64,"better boosting+combining","better boosting+combining",0.6,"0.5","off",1000,46541.9022590321,1
"1074","50% update
zipf: 0.6",100,64,"better boosting+combining+phasing","better boosting+combining",0.6,"0.5","on",1000,47036.9301118622,84
"1075","50% update
zipf: 0.6",100,96,"better boosting","better boosting",0.6,"0.5","off",1000,42524.6195758316,45
"1076","50% update
zipf: 0.6",100,96,"better boosting+phasing","better boosting",0.6,"0.5","on",1000,44158.2789496142,4090
"1077","50% update
zipf: 0.6",100,96,"better boosting+combining","better boosting+combining",0.6,"0.5","off",1000,48303.166147418,32
"1078","0% update
zipf: 0.6",100,64,"better boosting","better boosting",0.6,"0","off",1000,62268.6062134054,0
"1079","0% update
zipf: 0.6",100,64,"better boosting+phasing","better boosting",0.6,"0","on",1000,61145.8105265951,0
"1080","20% update
zipf: 0.6",100,64,"better boosting","better boosting",0.6,"0.2","off",1000,47215.4380517322,5
"1081","20% update
zipf: 0.6",100,64,"better boosting+phasing","better boosting",0.6,"0.2","on",1000,51507.5110143851,2411
"1082","40% update
zipf: 0.6",100,64,"better boosting","better boosting",0.6,"0.4","off",1000,44230.1974941601,1
"1083","40% update
zipf: 0.6",100,64,"better boosting+phasing","better boosting",0.6,"0.4","on",1000,46013.6616825964,2422
"1084","60% update
zipf: 0.6",100,64,"better boosting","better boosting",0.6,"0.6","off",1000,41062.5669744311,0
"1085","60% update
zipf: 0.6",100,64,"better boosting+phasing","better boosting",0.6,"0.6","on",1000,41262.3200902036,2132
"1086","80% update
zipf: 0.6",100,64,"better boosting","better boosting",0.6,"0.8","off",1000,39562.3934345746,0
"1087","80% update
zipf: 0.6",100,64,"better boosting+phasing","better boosting",0.6,"0.8","on",1000,38471.9815805602,2047
"1088","100% update
zipf: 0.6",100,64,"better boosting","better boosting",0.6,"1","off",1000,37674.2287745005,0
"1089","100% update
zipf: 0.6",100,64,"better boosting+phasing","better boosting",0.6,"1","on",1000,36730.23076821,3
"1090","0% update
zipf: 0.6",100,64,"better boosting+combining","better boosting+combining",0.6,"0","off",1000,69619.0782642734,1
"1091","0% update
zipf: 0.6",100,64,"better boosting+combining+phasing","better boosting+combining",0.6,"0","on",1000,67500.2239259021,0
"1092","20% update
zipf: 0.6",100,64,"better boosting+combining","better boosting+combining",0.6,"0.2","off",1000,52636.175988425,0
"1093","20% update
zipf: 0.6",100,64,"better boosting+combining+phasing","better boosting+combining",0.6,"0.2","on",1000,55555.1942126135,1268
"1094","40% update
zipf: 0.6",100,64,"better boosting+combining","better boosting+combining",0.6,"0.4","off",1000,48589.6036236333,0
"1095","40% update
zipf: 0.6",100,64,"better boosting+combining+phasing","better boosting+combining",0.6,"0.4","on",1000,49440.6838151363,134
"1096","60% update
zipf: 0.6",100,64,"better boosting+combining","better boosting+combining",0.6,"0.6","off",1000,44552.4052245938,0
"1097","60% update
zipf: 0.6",100,64,"better boosting+combining+phasing","better boosting+combining",0.6,"0.6","on",1000,45542.4189432678,73
"1098","80% update
zipf: 0.6",100,64,"better boosting+combining","better boosting+combining",0.6,"0.8","off",1000,42458.296285483,2
"1099","80% update
zipf: 0.6",100,64,"better boosting+combining+phasing","better boosting+combining",0.6,"0.8","on",1000,42571.3252444418,77
