"","name","nclients","nthreads","cc","rate","mix","alpha","lambda","nusers","ncategories","nregions","phasing","cc_ph","timeout_scaling","throughput","state","avg_latency_ms"
"1","v0.29-sampa","4",2,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,7875.78645424698,"u5000_z1.2_l20",0.122933164128596
"2","v0.29-sampa","4",2,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,7875.78645424698,"u5000_z1.2_l20",0.122933164128596
"3","v0.29-sampa","4",2,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,8369.86244303175,"u5000_z1.2_l20",0.095384122256554
"4","v0.29-sampa","4",2,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,8330.8920694752,"u5000_z1.2_l20",0.101156948089355
"5","v0.29-sampa","4",4,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,15230.5552084635,"u5000_z1.2_l20",0.13277640191823
"6","v0.29-sampa","4",4,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,16646.327849295,"u5000_z1.2_l20",0.0940459794045579
"7","v0.29-sampa","4",4,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,16650.3835311523,"u5000_z1.2_l20",0.0942340020172588
"8","v0.29-sampa","4",8,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,28998.4190737338,"u5000_z1.2_l20",0.149013626545338
"9","v0.29-sampa","4",8,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,32897.7765785393,"u5000_z1.2_l20",0.0929214427477824
"10","v0.29-sampa","4",8,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,32903.9846199468,"u5000_z1.2_l20",0.0950261456704714
"11","v0.29-sampa","4",16,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,28700.2003227144,"u5000_z1.2_l20",0.451270527566584
"12","v0.29-sampa","4",16,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,55032.8194778856,"u5000_z1.2_l20",0.231359075835693
"13","v0.29-sampa","4",16,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,55161.186648127,"u5000_z1.2_l20",0.233509493701457
"14","v0.29-sampa","4",32,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,29822.8914099839,"u5000_z1.2_l20",0.967157151396733
"15","v0.29-sampa","4",32,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,55154.5251844376,"u5000_z1.2_l20",0.557115811306193
"16","v0.29-sampa","4",32,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,57304.9220785916,"u5000_z1.2_l20",0.543411008390485
"17","v0.29-sampa","4",64,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,32695.3593657822,"u5000_z1.2_l20",1.84709337215054
"18","v0.29-sampa","4",64,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,55063.5074546464,"u5000_z1.2_l20",1.1434246901926
"19","v0.29-sampa","4",64,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,57315.1164873957,"u5000_z1.2_l20",1.10210811849643
"20","v0.29-sampa","4",80,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,33651.5992423553,"u5000_z1.2_l20",2.25887498918524
"21","v0.29-sampa","4",80,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,58136.1925250949,"u5000_z1.2_l20",1.35918427577782
"22","v0.29-sampa","4",96,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,32245.6955619062,"u5000_z1.2_l20",2.85093954816591
"23","v0.29-sampa","4",96,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,52963.3402398858,"u5000_z1.2_l20",1.78052727916569
"24","v0.29-sampa","4",96,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,57965.919994706,"u5000_z1.2_l20",1.63731859736607
"25","v0.29-sampa","4",2,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,8328.30110708977,"u5000_z1.2_l20",0.10070387028619
"26","v0.29-sampa","4",2,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,8377.71993614461,"u5000_z1.2_l20",0.0943150897460378
"27","v0.29-sampa","4",4,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,16450.7755618867,"u5000_z1.2_l20",0.102921635986518
"28","v0.29-sampa","4",4,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,16653.8489733627,"u5000_z1.2_l20",0.0939314754938054
"29","v0.29-sampa","4",4,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,16691.3542397366,"u5000_z1.2_l20",0.093913312569877
"30","v0.29-sampa","4",8,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,29114.4871062272,"u5000_z1.2_l20",0.149300183108263
"31","v0.29-sampa","4",8,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,32931.110311463,"u5000_z1.2_l20",0.0933705866640765
"32","v0.29-sampa","4",8,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,32913.6597165304,"u5000_z1.2_l20",0.0946602973688686
"33","v0.29-sampa","4",16,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,29942.3741964272,"u5000_z1.2_l20",0.429924663689099
"34","v0.29-sampa","4",16,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,54849.5762958819,"u5000_z1.2_l20",0.232440678583572
"35","v0.29-sampa","4",16,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,55396.6863708267,"u5000_z1.2_l20",0.228997537609172
"36","v0.29-sampa","4",32,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,22450.257046122,"u5000_z1.2_l20",1.32373932408581
"37","v0.29-sampa","4",32,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,54448.7041099581,"u5000_z1.2_l20",0.564466269482471
"38","v0.29-sampa","4",32,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,56335.9969400397,"u5000_z1.2_l20",0.555286270268228
"39","v0.29-sampa","4",64,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,35020.7936376439,"u5000_z1.2_l20",1.71491900382272
"40","v0.29-sampa","4",64,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,55396.3453578746,"u5000_z1.2_l20",1.13344437576664
"41","v0.29-sampa","4",64,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,56753.1662151003,"u5000_z1.2_l20",1.11230769590359
"42","v0.29-sampa","4",80,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,22920.4057164939,"u5000_z1.2_l20",3.36524162497406
"43","v0.29-sampa","4",80,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,55476.1845615744,"u5000_z1.2_l20",1.41504449188972
"44","v0.29-sampa","4",80,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,58210.313129791,"u5000_z1.2_l20",1.35715041625512
"45","v0.29-sampa","4",96,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,54319.1644850039,"u5000_z1.2_l20",1.737082600414
"46","v0.29-sampa","4",2,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,8366.80419379995,"u5000_z1.2_l20",0.0994345882990249
"47","v0.29-sampa","4",2,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,8357.93837520078,"u5000_z1.2_l20",0.0950717703349282
"48","v0.29-sampa","4",2,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,8369.26112117359,"u5000_z1.2_l20",0.0987833285550459
"49","v0.29-sampa","4",4,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,16449.3979135668,"u5000_z1.2_l20",0.102339672944151
"50","v0.29-sampa","4",4,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,16658.7079564331,"u5000_z1.2_l20",0.0932437108931172
"51","v0.29-sampa","4",4,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,16698.690771094,"u5000_z1.2_l20",0.0923586170569363
"52","v0.29-sampa","4",8,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,26433.2668094875,"u5000_z1.2_l20",0.17803916428024
"53","v0.29-sampa","4",8,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,32873.4376249234,"u5000_z1.2_l20",0.0948036497474686
"54","v0.29-sampa","4",8,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,32926.5858636345,"u5000_z1.2_l20",0.0939668153593316
"55","v0.29-sampa","4",16,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,28201.1091311806,"u5000_z1.2_l20",0.466516317544904
"56","v0.29-sampa","4",16,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,53652.5526050644,"u5000_z1.2_l20",0.243729606710603
"57","v0.29-sampa","4",16,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,55485.7551019729,"u5000_z1.2_l20",0.228549308623007
"58","v0.29-sampa","4",32,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,28892.1556236988,"u5000_z1.2_l20",1.00276616416027
"59","v0.29-sampa","4",32,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,54641.429590854,"u5000_z1.2_l20",0.567771957254466
"60","v0.29-sampa","4",32,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,57255.5046588758,"u5000_z1.2_l20",0.54588728944335
"61","v0.29-sampa","4",64,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,32761.0930041043,"u5000_z1.2_l20",1.84235229378586
"62","v0.29-sampa","4",64,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,55856.7450106171,"u5000_z1.2_l20",1.11614629224341
"63","v0.29-sampa","4",64,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,56486.7494401931,"u5000_z1.2_l20",1.117568731749
"64","v0.29-sampa","4",80,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,30419.1212709585,"u5000_z1.2_l20",2.51361945978861
"65","v0.29-sampa","4",80,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,55552.9748847797,"u5000_z1.2_l20",1.41373925596996
"66","v0.29-sampa","4",80,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,58076.7480008541,"u5000_z1.2_l20",1.35943371274306
"67","v0.29-sampa","4",96,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,54029.2122228784,"u5000_z1.2_l20",1.74563675778954
"68","v0.29-sampa","4",96,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,57442.4530453204,"u5000_z1.2_l20",1.64994235044486
"69","v0.29-sampa","4",96,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,32305.9900964794,"u5000_z1.2_l20",2.84252245814618
"70","v0.29-sampa","4",80,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,56450.0393130561,"u5000_z1.2_l20",1.39333393543302
"71","v0.29-sampa","4",96,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,58987.8034277257,"u5000_z1.2_l20",1.60312901823917
